#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B3CBB6
#Date Time: 2026-08-17 17:35:54.093
#Sample rate: 5e+07Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 5 V/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 5 V/div Offset: 0 V Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-1.255545741324921e-05,12.00767184061187,12.02514618192868
-1.253545741324921e-05,12.0113591430938,12.02885404282869
-1.251545741324921e-05,12.01504644557573,12.02885404282869
-1.249545741324921e-05,12.0113591430938,12.03256190372869
-1.247545741324921e-05,12.02610835302153,12.02143832102867
-1.245545741324921e-05,12.0224210505396,12.02514618192868
-1.243545741324921e-05,12.02610835302153,12.02514618192868
-1.241545741324921e-05,12.01873374805766,12.02143832102867
-1.239545741324921e-05,12.01504644557573,12.02514618192868
-1.237545741324921e-05,12.01873374805766,12.02885404282869
-1.235545741324921e-05,12.01504644557573,12.02514618192868
-1.233545741324921e-05,12.02610835302153,12.03256190372869
-1.231545741324921e-05,12.00767184061187,12.01402259922865
-1.229545741324921e-05,12.00398453812993,12.02143832102867
-1.227545741324921e-05,12.0113591430938,12.02143832102867
-1.225545741324921e-05,12.000297235648,12.01031473832865
-1.223545741324921e-05,12.0113591430938,12.02143832102867
-1.221545741324921e-05,12.0113591430938,12.02885404282869
-1.219545741324921e-05,12.0113591430938,12.02514618192868
-1.217545741324921e-05,12.0224210505396,12.04368548642872
-1.215545741324921e-05,12.01873374805766,12.04368548642872
-1.213545741324921e-05,12.0113591430938,12.02885404282869
-1.211545741324921e-05,12.01873374805766,12.0362697646287
-1.209545741324921e-05,12.00398453812993,12.03256190372869
-1.207545741324921e-05,12.02610835302153,12.02885404282869
-1.205545741324921e-05,12.0334829579854,12.0362697646287
-1.203545741324921e-05,12.01504644557573,12.03997762552871
-1.201545741324921e-05,12.01873374805766,12.03997762552871
-1.199545741324921e-05,12.01504644557573,12.0362697646287
-1.197545741324921e-05,12.0224210505396,12.03997762552871
-1.195545741324921e-05,12.0224210505396,12.03997762552871
-1.193545741324921e-05,12.02610835302153,12.03256190372869
-1.191545741324921e-05,12.0224210505396,12.02885404282869
-1.189545741324921e-05,12.02979565550346,12.04368548642872
-1.187545741324921e-05,12.01873374805766,12.0362697646287
-1.185545741324921e-05,12.0224210505396,12.03997762552871
-1.183545741324921e-05,12.0224210505396,12.03256190372869
-1.181545741324921e-05,12.01873374805766,12.03256190372869
-1.179545741324921e-05,12.01873374805766,12.04739334732873
-1.177545741324921e-05,12.0224210505396,12.03997762552871
-1.175545741324921e-05,12.02979565550346,12.03997762552871
-1.173545741324921e-05,12.01873374805766,12.03256190372869
-1.171545741324921e-05,12.02979565550346,12.0362697646287
-1.169545741324921e-05,12.0224210505396,12.03997762552871
-1.167545741324921e-05,12.01873374805766,12.03997762552871
-1.165545741324921e-05,12.02610835302153,12.03997762552871
-1.163545741324921e-05,12.02610835302153,12.04739334732873
-1.161545741324921e-05,12.02979565550346,12.0362697646287
-1.159545741324921e-05,12.02610835302153,12.05480906912874
-1.157545741324921e-05,12.02979565550346,12.05110120822873
-1.155545741324921e-05,12.01504644557573,12.0362697646287
-1.153545741324921e-05,12.0224210505396,12.04368548642872
-1.151545741324921e-05,12.01873374805766,12.0362697646287
-1.149545741324921e-05,12.01504644557573,12.05110120822873
-1.147545741324921e-05,12.03717026046733,12.05480906912874
-1.145545741324921e-05,12.02979565550346,12.06222479092876
-1.143545741324921e-05,12.02979565550346,12.05110120822873
-1.141545741324921e-05,12.04085756294926,12.05480906912874
-1.139545741324921e-05,12.0445448654312,12.04739334732873
-1.137545741324921e-05,12.0224210505396,12.06222479092876
-1.135545741324921e-05,12.0334829579854,12.06222479092876
-1.133545741324921e-05,12.03717026046733,12.05110120822873
-1.131545741324921e-05,12.04085756294926,12.03997762552871
-1.129545741324921e-05,12.04085756294926,12.03997762552871
-1.127545741324921e-05,12.03717026046733,12.04739334732873
-1.125545741324921e-05,12.02610835302153,12.02885404282869
-1.123545741324921e-05,12.02979565550346,12.04739334732873
-1.121545741324921e-05,12.04085756294926,12.03997762552871
-1.119545741324921e-05,12.03717026046733,12.04739334732873
-1.117545741324921e-05,12.02979565550346,12.04368548642872
-1.115545741324921e-05,12.02979565550346,12.03997762552871
-1.113545741324921e-05,12.0334829579854,12.03997762552871
-1.111545741324921e-05,12.03717026046733,12.04368548642872
-1.109545741324921e-05,12.02610835302153,12.03997762552871
-1.107545741324921e-05,12.0334829579854,12.0362697646287
-1.105545741324921e-05,12.0445448654312,12.03256190372869
-1.103545741324921e-05,12.02610835302153,12.0362697646287
-1.101545741324921e-05,12.03717026046733,12.03997762552871
-1.099545741324921e-05,12.04085756294926,12.04368548642872
-1.097545741324921e-05,12.04085756294926,12.0362697646287
-1.095545741324921e-05,12.02610835302153,12.03997762552871
-1.093545741324921e-05,12.0334829579854,12.03997762552871
-1.091545741324921e-05,12.02610835302153,12.03997762552871
-1.089545741324921e-05,12.02979565550346,12.04368548642872
-1.087545741324921e-05,12.04085756294926,12.0362697646287
-1.085545741324921e-05,12.02979565550346,12.03997762552871
-1.083545741324921e-05,12.02610835302153,12.02885404282869
-1.081545741324921e-05,12.02610835302153,12.03997762552871
-1.079545741324921e-05,12.02979565550346,12.0362697646287
-1.077545741324921e-05,12.02610835302153,12.03256190372869
-1.075545741324921e-05,12.0224210505396,12.02885404282869
-1.073545741324921e-05,12.0224210505396,12.04368548642872
-1.071545741324921e-05,12.01504644557573,12.02514618192868
-1.069545741324921e-05,12.02610835302153,12.03256190372869
-1.067545741324921e-05,12.00767184061187,12.02514618192868
-1.065545741324921e-05,12.01873374805766,12.03997762552871
-1.063545741324921e-05,12.0334829579854,12.04739334732873
-1.061545741324921e-05,12.02610835302153,12.0362697646287
-1.059545741324921e-05,12.0113591430938,12.03997762552871
-1.057545741324921e-05,12.01873374805766,12.03997762552871
-1.055545741324921e-05,12.01873374805766,12.03997762552871
-1.053545741324921e-05,12.02610835302153,12.0362697646287
-1.051545741324921e-05,12.02610835302153,12.04368548642872
-1.049545741324921e-05,12.0334829579854,12.04368548642872
-1.047545741324921e-05,12.02979565550346,12.04368548642872
-1.045545741324921e-05,12.0334829579854,12.02514618192868
-1.043545741324921e-05,12.02610835302153,12.02885404282869
-1.041545741324921e-05,12.03717026046733,12.02143832102867
-1.039545741324921e-05,12.02610835302153,12.02885404282869
-1.037545741324921e-05,12.02610835302153,12.02885404282869
-1.035545741324921e-05,12.03717026046733,12.02514618192868
-1.033545741324921e-05,12.0445448654312,12.03256190372869
-1.031545741324921e-05,12.04085756294926,12.0362697646287
-1.029545741324921e-05,12.02979565550346,12.02885404282869
-1.027545741324921e-05,12.0224210505396,12.02143832102867
-1.025545741324921e-05,12.02979565550346,12.04739334732873
-1.023545741324921e-05,12.02610835302153,12.02885404282869
-1.021545741324921e-05,12.02979565550346,12.04368548642872
-1.019545741324921e-05,12.03717026046733,12.04368548642872
-1.017545741324921e-05,12.0334829579854,12.03997762552871
-1.015545741324921e-05,12.01873374805766,12.0362697646287
-1.013545741324921e-05,12.03717026046733,12.03997762552871
-1.011545741324921e-05,12.0445448654312,12.02885404282869
-1.009545741324921e-05,12.04823216791313,12.0362697646287
-1.007545741324921e-05,12.0334829579854,12.02514618192868
-1.005545741324921e-05,12.03717026046733,12.03256190372869
-1.003545741324921e-05,12.0334829579854,12.02885404282869
-1.001545741324921e-05,12.0445448654312,12.03997762552871
-9.995457413249211e-06,12.04085756294926,12.03256190372869
-9.97545741324921e-06,12.0445448654312,12.04368548642872
-9.95545741324921e-06,12.03717026046733,12.04368548642872
-9.93545741324921e-06,12.03717026046733,12.03256190372869
-9.91545741324921e-06,12.04085756294926,12.04739334732873
-9.895457413249211e-06,12.02979565550346,12.05851693002875
-9.875457413249211e-06,12.0445448654312,12.04368548642872
-9.855457413249211e-06,12.0445448654312,12.04368548642872
-9.835457413249211e-06,12.04823216791313,12.04368548642872
-9.81545741324921e-06,12.0445448654312,12.06222479092876
-9.79545741324921e-06,12.04085756294926,12.05851693002875
-9.77545741324921e-06,12.0334829579854,12.03997762552871
-9.75545741324921e-06,12.05191947039506,12.05851693002875
-9.73545741324921e-06,12.0334829579854,12.05110120822873
-9.715457413249211e-06,12.04823216791313,12.05851693002875
-9.695457413249211e-06,12.0445448654312,12.05480906912874
-9.675457413249211e-06,12.04823216791313,12.05851693002875
-9.655457413249211e-06,12.0334829579854,12.05851693002875
-9.63545741324921e-06,12.04823216791313,12.06593265182877
-9.61545741324921e-06,12.05191947039506,12.07334837362878
-9.59545741324921e-06,12.04823216791313,12.06222479092876
-9.57545741324921e-06,12.05929407535893,12.06964051272877
-9.55545741324921e-06,12.05191947039506,12.07334837362878
-9.535457413249211e-06,12.05191947039506,12.06593265182877
-9.515457413249211e-06,12.04823216791313,12.06593265182877
-9.495457413249211e-06,12.05560677287699,12.06964051272877
-9.475457413249211e-06,12.05560677287699,12.05851693002875
-9.45545741324921e-06,12.0445448654312,12.05110120822873
-9.43545741324921e-06,12.04085756294926,12.06593265182877
-9.41545741324921e-06,12.05560677287699,12.06222479092876
-9.39545741324921e-06,12.03717026046733,12.05110120822873
-9.37545741324921e-06,12.0445448654312,12.06593265182877
-9.355457413249211e-06,12.0445448654312,12.04739334732873
-9.335457413249211e-06,12.04823216791313,12.04368548642872
-9.315457413249211e-06,12.03717026046733,12.06222479092876
-9.295457413249211e-06,12.04085756294926,12.04739334732873
-9.27545741324921e-06,12.04085756294926,12.04368548642872
-9.25545741324921e-06,12.02610835302153,12.03997762552871
-9.23545741324921e-06,12.0334829579854,12.03997762552871
-9.21545741324921e-06,12.03717026046733,12.04368548642872
-9.195457413249211e-06,12.0334829579854,12.03997762552871
-9.175457413249211e-06,12.02979565550346,12.05851693002875
-9.155457413249211e-06,12.02979565550346,12.04739334732873
-9.135457413249211e-06,12.02979565550346,12.04368548642872
-9.115457413249211e-06,12.02610835302153,12.03997762552871
-9.09545741324921e-06,12.02979565550346,12.0362697646287
-9.07545741324921e-06,12.04085756294926,12.0362697646287
-9.05545741324921e-06,12.03717026046733,12.04739334732873
-9.03545741324921e-06,12.02610835302153,12.03256190372869
-9.015457413249211e-06,12.03717026046733,12.04368548642872
-8.995457413249211e-06,12.03717026046733,12.03997762552871
-8.975457413249211e-06,12.03717026046733,12.04368548642872
-8.955457413249211e-06,12.02979565550346,12.04368548642872
